run_id,matrix,scenario_id,policy,seed,ablation,arm_id,wifi_nodes,nru_nodes,traffic,interference_interval_ms,interruption_std,join_interval_rounds,lifetime_rounds,config_hash,rounds,elapsed_us,successes,collisions,collision_probability,effective_airtime,mean_delay_us,p95_delay_us,jain_fairness,evaluation_utility,decision_count,switch_count,training_sample_count
121c7b78af916896,comments0720-restricted-profile-pilot-tmc,repeated-poisson-n04-p025-n06-p045,tmc_db_lbt,20023,,,6,6,poisson,,0.0,,,121c7b78af916896186207cfe565584f0ed11ec26e3c0c0c25ee92a0a5a7bca7,32768,88359081,27983,4785,0.146026611328125,0.6136236749678281,33778.35808515963,80187.0,0.9186268921218338,0.7541188695311893,0,0,0
d1534bca512a5f5a,comments0720-restricted-profile-pilot-tmc,repeated-poisson-n04-p025-n06-p045,tmc_db_lbt,20011,,,6,6,poisson,,0.0,,,d1534bca512a5f5a9ac6e64fbb0c17a0fdcc110791e749a7a67d724dbdea2d53,32768,89216443,28141,4627,0.141204833984375,0.6111897108473603,33978.89772121298,82128.0,0.9175904253722771,0.7528735035771188,0,0,0
dcccf68a840a4869,comments0720-restricted-profile-pilot-tmc,repeated-poisson-n04-p025-n06-p045,tmc_db_lbt,20021,,,6,6,poisson,,0.0,,,dcccf68a840a48696940fa5fb6d1a0f9c6c1758730eb5ad281276c177091cc45,32768,89025750,27960,4808,0.146728515625,0.6086536311123467,34062.8682195506,80177.0,0.918734195347338,0.7523291465803116,0,0,0
