model_path,model_state_bytes,model_sha256,action_grid_hash,warmup_calls,measurement_calls,median_us,p95_us
/mnt/d/Codex-work/dblbt-local-ml-fcn2026/.worktrees/implementation/models/linucb-initial.npz,27652,70611e9712e3a8e4b0f35fc8e0e616f4fde9a20b17c844f1b6406da2833301e6,558da7340dfa32d8cc484ba68a05951314936d7aff34a145cc34ea051c07707c,100,10000,306.63149999999996,349.4983
