scenario_id,family,seed_count,baseline_mean,candidate_mean,utility_difference,relative_difference,lower_95,upper_95,positive_seeds,collision_difference,effective_airtime_difference,p95_delay_difference,fairness_difference
combined-n06-p030,combined,10,0.5420638910636146,0.5402324566422834,-0.0018314344213312462,-0.003378632023870256,-0.002781133790793217,-0.0008117897690363413,2,0.0010730000000000017,-0.0004818149030521718,1758.4,-0.0006909383609415842
turnover-n06-p030-j10-l200,turnover,10,0.5404398364727264,0.539753543437519,-0.0006862930352073526,-0.0012698786967418282,-0.00203712553767428,0.0008189833168450527,4,0.0007729999999999987,-0.0004099680931387795,248.2,-0.0005727610124831806
